Location,Staff Quarter,Table Name,24X7Security,AC,Area,ATM,BED,Cafeteria,Car Parking,Children'splayarea,Club House,Dining Table,Gasconnection,Golf Course,Gymnasium,Hospital,Indoor Games,Intercom,Jogging Track,Landscaped Gardens,Lift Available,Maintenance Staff,Microwave,Multipurpose Room,No. of Bedrooms,Power Backup,Price,Rain Water Harvesting,Refrigerator,Resale,School,Shopping Mall,Sofa,Sports Facility,Swimming Pool,TV,Vaastu Compliant,Wardrobe,Washing Machine,Wifi
Sholinganallur,0,Chennai.csv,0,0,1070,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,6350000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1065,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,6300000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1120,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,6600000,0,0,0,0,0,0,0,0,0,0,0,0,0
Guduvancheri,0,Chennai.csv,0,0,909,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,3409000,0,0,0,0,0,0,0,0,0,0,0,0,0
Guduvancheri,0,Chennai.csv,0,0,861,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,3242000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3180000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3127000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1110,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,6600000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1090,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5150000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunnambu Kolathur S Kolathur,0,Chennai.csv,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3050000,0,0,0,0,0,0,0,0,0,0,0,0,0
Ullagaram,0,Chennai.csv,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7650000,0,0,0,0,0,0,0,0,0,0,0,0,0
Ullagaram,0,Chennai.csv,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7650000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunnambu Kolathur S Kolathur,0,Chennai.csv,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7650000,0,0,0,0,0,0,0,0,0,0,0,0,0
Madipakkam,0,Chennai.csv,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7700000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7733000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunnambu Kolathur S Kolathur,0,Chennai.csv,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6550000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6600000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6600000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunnambu Kolathur S Kolathur,0,Chennai.csv,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6450000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3180000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3127000,0,0,0,0,0,0,0,0,0,0,0,0,0
Ullagaram,0,Chennai.csv,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3021000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3547000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3578000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3667000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3645000,0,0,0,0,0,0,0,0,0,0,0,0,0
Navallur,1,Chennai.csv,1,0,2345,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,1,16500000,1,0,1,1,0,0,1,1,0,1,0,0,0
Perumbakkam,1,Chennai.csv,1,0,1550,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2,1,7000000,1,0,0,1,1,0,1,1,0,1,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1691,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,2,1,11000000,1,0,1,0,0,0,0,1,0,0,0,0,0
Iyappanthangal,0,Chennai.csv,0,0,1140,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,6800000,0,0,0,0,0,0,0,1,0,1,0,0,0
Iyappanthangal,0,Chennai.csv,0,0,1700,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,1,10200000,0,0,0,0,0,0,0,1,0,1,0,0,0
Alandur,0,Chennai.csv,1,0,1750,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,15000000,1,0,1,0,0,0,1,1,0,0,0,0,0
Iyappanthangal,1,Chennai.csv,1,0,1825,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,3,1,12200000,1,0,1,1,1,0,0,1,0,1,0,0,0
Nanmangalam,0,Chennai.csv,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5760000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3681000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3681000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4006000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4416000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3811000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3381000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3797999,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3572999,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6176000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4265000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3451000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4603000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4440000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4569000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4176000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4207000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4304000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3427000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4289000,0,0,0,0,0,0,0,0,0,0,0,0,0
Pallikaranai,1,Chennai.csv,1,0,2168,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,3,1,10800000,1,0,1,1,1,0,0,1,0,1,0,0,0
Padur,0,Chennai.csv,0,0,2232,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0
Pallikaranai,1,Chennai.csv,1,0,2700,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,2,1,12500000,1,0,0,1,1,0,0,1,0,1,0,0,0
Pallikaranai,1,Chennai.csv,1,0,1942,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,1,9000000,1,0,0,1,1,0,1,1,0,1,0,0,0
Adyar,0,Chennai.csv,1,0,2380,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,1,34000000,1,0,0,0,0,0,0,0,0,1,0,0,0
Virugambakkam,0,Chennai.csv,1,1,1913,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,3,1,19000000,1,0,1,0,0,0,0,1,0,0,0,0,0
Ayanambakkam,0,Chennai.csv,1,0,2089,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,4,1,13200000,1,0,1,0,0,0,0,1,0,0,0,0,0
Navallur,1,Chennai.csv,1,0,1970,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,3,1,15700000,1,0,1,1,0,0,1,1,0,1,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5011000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4449000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5440000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5747000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4674000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4674000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4771000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6193000,0,0,0,0,0,0,0,0,0,0,0,0,0
Manikandan Nagar,0,Chennai.csv,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6413000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4425000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4731000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovilambakkam,0,Chennai.csv,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4731000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4540000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4540000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4408000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4408000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4333000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4186000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4420000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4032000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4512000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4930000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3835000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4540000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4540000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4408000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4408000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4333000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4186000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4420000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4032000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4512000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4930000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4640000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4268000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4268000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7536000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5551000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5115000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6132000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5027000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5255000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5435000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5815000,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilkattalai,0,Chennai.csv,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5790000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4873000,0,0,0,0,0,0,0,0,0,0,0,0,0
Medavakkam,0,Chennai.csv,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,6629000,0,0,0,0,0,0,0,0,0,0,0,0,0
Karapakkam,0,Chennai.csv,1,0,1288,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,8000000,0,0,0,0,0,0,0,1,0,0,0,0,0
Pozhichalur,0,Chennai.csv,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0
Perungudi,0,Chennai.csv,1,0,2456,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,3,0,27500000,0,0,1,0,0,0,0,1,0,0,0,0,0
Perungudi,0,Chennai.csv,1,0,2456,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,3,0,27500000,0,0,1,0,0,1,0,1,0,0,0,0,0
Sholinganallur,0,Chennai.csv,0,0,1705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,8800000,0,0,1,0,0,0,1,1,0,0,0,0,0
Iyappanthangal,1,Chennai.csv,1,0,1990,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,3,1,13000000,1,0,1,1,1,0,0,1,0,1,0,0,0
Madipakkam,0,Chennai.csv,1,0,1400,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,3,1,9400000,0,0,0,0,0,0,0,1,0,1,0,0,0
Iyappanthangal,1,Chennai.csv,1,0,1825,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,3,1,13500000,1,0,1,1,1,0,1,1,0,1,0,0,0
Navallur,0,Chennai.csv,1,0,1504,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,8500000,1,0,0,0,0,0,1,1,0,1,0,0,0
Velachery,0,Chennai.csv,1,0,2680,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,4,1,31500000,0,0,0,0,0,0,0,1,0,0,0,0,0
Thoraipakkam OMR,0,Chennai.csv,0,0,1353,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,3,1,9500000,1,0,0,0,0,0,0,1,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5054000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3495000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4144000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4144000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3834000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4296000,0,0,0,0,0,0,0,0,0,0,0,0,0
Vellakkal,0,Chennai.csv,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4536000,0,0,0,0,0,0,0,0,0,0,0,0,0
Vellakkal,0,Chennai.csv,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4536000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4416000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3744000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3924000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3429999,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3943000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4391000,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4391000,0,0,0,0,0,0,0,0,0,0,0,0,0
T Nagar,0,Chennai.csv,0,0,1055,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,16500000,0,0,1,0,0,0,0,0,0,0,0,0,0
Nanmangalam,0,Chennai.csv,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3027000,0,0,0,0,0,0,0,0,0,0,0,0,0
